IdEmpresa,Empresa,CodEmpresa,Cuenta,Medidor_ARCONEL,INER_IDE_GEOG,IdProvincia,Provincia,IdCanton,Canton,IdParroquia,Parroquia,NombreAbonado,TIPO,UbicacionAbonado,NUMMEDIDOR_ARCONEL_GEO,COORD_X,COORD_Y,No_de_edificio,INERGY,link
26,CNEL-Guayaquil,GYE,1456594-9,1318559-ITR-AT,1318559,0,GUAYAS,0,GUAYAQUIL,0,XIMENA,MINISTERIO DEL INTERIOR - UPC,SEG,29VA.CALLE  S-N GALAPAGOS-O CONNORS 1  UPC-SUBURBIO 5,1318559,618772.3079,9755379.488,30,GYE-SEG-30-13185,https://www.google.com/maps/@-2.2125351-79.93192983a75y181.99h86t/data=!3m6!1e1!3m4!1sB9U481n1KCp-SOLOzaKzbQ!2e0!7i13312!8i6656
130,CNEL-LosRios,RIO,1317809,1001719901,1001719901,12,LOS RIOS,1,BABAHOYO,2,DOCTOR CAMILO PONCE,COORDINACION ZONAL 5 MINISTERIO TUR,EDF,OLMEDO Y GENERAL BARONA   0 y MEJIA,1001719901,662781.3989,9800982.776,30,RIO-EDF-30-10017,https://www.google.com/maps/@-1.7999016-79.53659833a15.6y131.58h101.89t/data=!3m6!1e1!3m4!1sMFVJMyydgaeGVGqOqumXHA!2e0!7i13312!8i6656
189,CNEL-Sta. Elena,ELE,,68E1354-ABB-OO,68E1354,0,SANTA ELENA,0,SALINAS,0,,COORDINACION ZONAL - ZONA 8 - INMOBILIAR,DESC,CENTRO DE ATENCIO  CIUDADAN AVDA. 12 E/C 6 Y 7 1  VIA A SALINAS,68E1354,508443.353,9753594.751,30,ELE-DESC-30-68E13,https://www.google.com/maps/@-2.228465-80.9245683a69.9y146.49h92.42t/data=!3m6!1e1!3m4!1sfZ4XKIwdhZeD0rS_ip6iRQ!2e0!7i13312!8i6656
191,CNEL-Sto. Domingo,DOM,52843,50313760,50313760,0,SANTO DOMINGO DE LOS TSACHILAS,0,SANTO DOMINGO,0,RIO VERDE,DIRECCION DISTRITAL 23D02  PARROQUI,DESC,PRINCIPAL DEL PROLETARIADO   0 y CALLE H,50313760,698805.99,9969171.93,30,DOM-DESC-30-50313,
81,E.E. Galapagos,GPS,0,12011095,12011095,0,GALAPAGOS,0,SANTA CRUZ,0,PUERTO AYORA,HOSPITAL REP DEL ECUADOR,HOS,AV BALTRA 50-  0 y AV CHARLES DARWIN,12011095,540909.8133,9916306.335,30,GPS-HOS-30-12011,
54,CNEL-El Oro,ORO,1656500,311920356,311920356,7,EL ORO,1,MACHALA,50,MACHALA,DIRECCION DISTRITAL 07D02 MACHALA,DESC,ANGEL CHOCO O.   0 y AV.25 DE JUNIO,311920356,614752.2608,9640415.808,31,ORO-DESC-31-31192,
72,CNEL-Esmeraldas,ESM,0,15850518-ELS-AT,15850518,8,ESMERALDAS,1,ESMERALDAS,2,5 DE AGOSTO,DIRECCION DISTRITAL 08D01- ESMERALDAS - SALUD,SAL,AV. EL EJERCITO  SL1 LA INMACULADO CONCEP 1 M169 RUTA MASIBA 354,15850518,645503.9144,10101282.55,31,ESM-SAL-31-15850,No hay imagen
26,CNEL-Guayaquil,GYE,1460743-9,1344507-ELS-AT,1344507,0,GUAYAS,0,GUAYAQUIL,0,TARQUI,MINISTERIO DEL INTERIOR - UPC,SEG,MZ# 789  UPC . 1  URB.POLARIS,1344507,622211.8668,9765590.064,31,GYE-SEG-31-13445,https://www.google.com/maps/@-2.1207917-79.90110963a87.3y36.17h86.01t/data=!3m6!1e1!3m4!1sm1ow5UpotDG1vScaA-Fa2A!2e0!7i13312!8i6656
130,CNEL-LosRios,RIO,1311554,2010021190,2010021190,12,LOS RIOS,1,BABAHOYO,2,DOCTOR CAMILO PONCE,REGISTRO MERCANTIL DEL CANTON BABAH,DESC,DIEZ DE AGOSTO   0 y ANTONIO RICAURTE,2010021190,662601,9800927,31,RIO-DESC-31-20100,
189,CNEL-Sta. Elena,ELE,,9S20310-GEN-OO,9S20310,0,SANTA ELENA,0,SANTA ELENA,0,,GOBIERNO AUTONOMO DESCENTRALIZADO PROV. SANTA ELEN,EDF,CALLE GUAYAQUIL Y AV   . 9 DE OCTUBRE 1  ,9S20310,515664.8104,9753863.087,31,ELE-EDF-31-9S203,https://www.google.com/maps/@-2.2270152-80.85920133a75y103.48h91.58t/data=!3m6!1e1!3m4!1sgTNvrCXo0pvy9RbXsT4xUA!2e0!7i13312!8i6656
191,CNEL-Sto. Domingo,DOM,51682,50315675,50315675,0,SANTO DOMINGO DE LOS TSACHILAS,0,SANTO DOMINGO,0,ABRAHAM CALAZACON,DIRECCION DISTRITAL 23D02  PARROQUI,DESC,   AV BOMBOLI   0 y CALLE 1,50315675,700503.69,9970938.29,31,DOM-DESC-31-50315,
81,E.E. Galapagos,GPS,0,7604774,7604774,0,GALAPAGOS,0,SANTA CRUZ,0,PUERTO AYORA,CENTRO DE SALUD A-SANTA CRUZ,SAL,DELFIN   0 y ISLA DUNCAN,7604774,541126.8216,9917373.216,31,GPS-SAL-31-76047,
54,CNEL-El Oro,ORO,1405730,311920607,311920607,7,EL ORO,1,MACHALA,2,MACHALA,DIRECCION DISTRITAL 07D02 MACHALA,DESC,AV.MANUEL SERRANO   0 y VELA,311920607,614945.5709,9639647.063,32,ORO-DESC-32-31192,
72,CNEL-Esmeraldas,ESM,0,35947160-GEN-DP,35947160,8,ESMERALDAS,1,ESMERALDAS,3,ESMERALDAS,DIRECCION DISTRITAL 08D01 ESMERALDAS-EDUCACION,EDU,ISLA PIEDAD   . 1  COLG. ANGEL BARBISOT,35947160,650457.4936,10106893.41,32,ESM-EDU-32-35947,https://www.google.com/maps/@0.9154706-79.68492683a41.1y95.51h89.04t/data=!3m6!1e1!3m4!1sjKBg8gK0chDJpG-XjJD06g!2e0!7i13312!8i6656
26,CNEL-Guayaquil,GYE,1469296-7,757421-GEN-AT,757421,0,GUAYAS,0,GUAYAQUIL,0,XIMENA,MINISTERIO DEL INTERIOR - UPC,SEG,10 DE AGOSTO  0620 BOYACA-G.AVILES 1  UPC VICTORIA 5,757421,623934.797,9757379.074,32,GYE-SEG-32-75742,https://www.google.com/maps/@-2.1947808-79.88545443a47.8y14.23h93.32t/data=!3m6!1e1!3m4!1sPMVBVOabgMcPPrUiher2Sg!2e0!7i13312!8i6656
130,CNEL-LosRios,RIO,70243,2010021478,2010021478,12,LOS RIOS,1,BABAHOYO,2,DOCTOR CAMILO PONCE,DIRECCION DISTRITAL 12D01 EDUCACION,EDU,AVDA ENRIQUE PONCE LUQUE 01-  0 y 8 VEHICULAR,2010021478,661857.0593,9799807.898,32,RIO-EDU-32-20100,https://www.google.com/maps/@-1.8106675-79.54462473a42.7y285.73h95.22t/data=!3m6!1e1!3m4!1stcDmKTfi8wRnJfD5656SAg!2e0!7i13312!8i6656
189,CNEL-Sta. Elena,ELE,,15029657-ELS-AT,15029657,0,SANTA ELENA,0,SANTA ELENA,0,,COMISION DE TRANSITO DEL ECUADOR,EDF,VIA A GUAYAQUIL KM 2  8 DESTACAMENTO DE CTE 1 I-12 SANTA ELENA,15029657,518016.2539,9753335.519,32,ELE-EDF-32-15029,https://www.google.com/maps/@-2.2313465-80.83840620a41.1y208.5h84.65t/data=!3m4!1e1!3m2!1skVW-kKgVF-xJVaaTJaLLtA!2e0?source=apiv3
191,CNEL-Sto. Domingo,DOM,84703,1011000750,1011000750,0,SANTO DOMINGO DE LOS TSACHILAS,0,SANTO DOMINGO,0,SANTO DOMINGO DE LOS COLORADOS,DIRECCION DISTRITAL 23D02  PARROQUI,DESC,JORGE CHAVEZ   0 y ISIDRO AYORA,1011000750,677334.57,9970935.58,32,DOM-DESC-32-10110,
81,E.E. Galapagos,GPS,0,1000144309,1000144309,0,GALAPAGOS,0,SANTA CRUZ,0,PUERTO AYORA,CORPORACION NACIONAL DE TELECOMUNIC,TEL,ISLA DUNCAN 25-  0 y GRAL RODRIGUEZ LARA,1000144309,541263.6899,9916901.773,32,GPS-TEL-32-10001,
54,CNEL-El Oro,ORO,1405733,311920538,311920538,7,EL ORO,1,MACHALA,2,MACHALA,DIRECCION DISTRITAL 07D02 MACHALA,DESC,AV.MANUEL SERRANO   0 y VELA,311920538,614913.8724,9639611.081,33,ORO-DESC-33-31192,
72,CNEL-Esmeraldas,ESM,0,13892572-ELS-AB,13892572,8,ESMERALDAS,1,ESMERALDAS,3,ESMERALDAS,DIRECCION DISTRITAL 08D01 - ESMERALDAS - SALUD,SAL,COLON  SL1 ECUADOR 1 M123 RUTA MASIVA 293,13892572,650054.1978,10105161.47,33,ESM-SAL-33-13892,https://www.google.com/maps/@0.9301668-79.66200893a41.1y330.99h85.32t/data=!3m6!1e1!3m4!1sXX_Gn7tp9fUocBZSnZB9TA!2e0!7i13312!8i6656
26,CNEL-Guayaquil,GYE,1469295-9,744126-GEN-AT,744126,0,GUAYAS,0,GUAYAQUIL,0,TARQUI,MINISTERIO DEL INTERIOR,SEG,BLQ#6FT.MZ#873S#08   ETAPA 1 1  FLOR DE BASTION,744126,614374.3308,9768167.661,33,GYE-SEG-33-74412,No hay street view
130,CNEL-LosRios,RIO,77566,708510,708510,12,LOS RIOS,1,BABAHOYO,2,DOCTOR CAMILO PONCE,COMANDO PROV POLIC BABAHOYO COMISAR,SEG,MALECON   0 y JOSE JOAQUIN DE OLMEDO,708510,662784,9801078,33,RIO-SEG-33-70851,https://www.google.com/maps/@-1.7990733-79.53647583a64.7y204h97.91t/data=!3m6!1e1!3m4!1shwUkn_rVCaTI1ypbdIsamQ!2e0!7i13312!8i6656
189,CNEL-Sta. Elena,ELE,,2S206415-ELS-AM,2S206415,0,SANTA ELENA,0,SANTA ELENA,0,,ILUSTRE MUNICIPALIDAD DE SANTA ELENA,EDF,AV. GUAYAQUIL  01 24 DE MAYO 1 63 ENRIQUE CANDELL,2S206415,515406.5311,9753835.37,33,ELE-EDF-33-2S206,https://www.google.com/maps/@-2.2271835-80.86148273a90y354.99h98.8t/data=!3m6!1e1!3m4!1sJArDrqlAr30nbh9x_-admg!2e0!7i13312!8i6656
191,CNEL-Sto. Domingo,DOM,94918,13586729,13586729,0,SANTO DOMINGO DE LOS TSACHILAS,0,SANTO DOMINGO,0,BOMBOLA,DIRECCION DISTRITAL 23D02  PARROQUI,DESC,CALLE M   0 y CALLE 14,13586729,700560,9975678,33,DOM-DESC-33-13586,
81,E.E. Galapagos,GPS,0,1000142728,1000142728,0,GALAPAGOS,0,SANTA CRUZ,0,PUERTO AYORA,CORPORACION NACIONAL DE TELECOMUNIC,TEL,ISLA DUNCAN 25-  0 y IGNACIO DE HERNANDEZ,1000142728,541017.252,9917623.108,33,GPS-TEL-33-10001,
54,CNEL-El Oro,ORO,676650,262767,262767,7,EL ORO,1,MACHALA,50,MACHALA,DIRECCION DISTRITAL 07D02 SALUD,SAL,PASAJE #1806-  0 y FRANCO CASTILLO J.,262767,614644.9243,9640969.921,34,ORO-SAL-34-26276,
72,CNEL-Esmeraldas,ESM,0,35925527-GEN-DP,35925527,8,ESMERALDAS,1,ESMERALDAS,2,5 DE AGOSTO,DIRECCION DISTRITAL 08D01 ESMERALDAS-EDUCACION,EDU,MURIEL  SL1 OLMEDO COLG. ELOY AL 1 M58 RUTA MASIVA 147,35925527,649684.0942,10107679.16,34,ESM-EDU-34-35925,https://www.google.com/maps/@0.969829-79.65605423a90y319.91h104.42t/data=!3m6!1e1!3m4!1s-e7CstlzSpoUm95E3RL4Bw!2e0!7i13312!8i6656
26,CNEL-Guayaquil,GYE,1469115-4,1270902-ITR-AT,1270902,0,GUAYAS,0,GUAYAQUIL,0,FEBRES CORDERO,MINISTERIO DEL INTERIOR - UPC,SEG,MZ# 1344 SOL# 26  UPC COOP.LA UNION 1  PLAN PILOTO,1270902,617747.9369,9753106.802,34,GYE-SEG-34-12709,https://www.google.com/maps/@-2.2332276-79.94125683a75y89.55h87.11t/data=!3m7!1e1!3m5!1s_xvnqs451YscNfbdgfGevw!2e0!6s%2F%2Fgeo1.ggpht.com%2Fcbk%3Fpanoid%3D_xvnqs451YscNfbdgfGevw%26output%3Dthumbnail%26cb_client%3Dmaps_sv.tactile.gps%26thumb%3D2%26w%3
130,CNEL-LosRios,RIO,1064161,8002544,8002544,12,LOS RIOS,1,BABAHOYO,1,CLEMENTE BAQUERIZO,CONSEJO NACIONAL DE DISCA PACIDADES,DESC,PEDRO CARBO 09-  0 y GENERAL BARONA,8002544,663593.8115,9801170.31,34,RIO-DESC-34-80025,
189,CNEL-Sta. Elena,ELE,,501966-ESI-AB,501966,0,SANTA ELENA,0,SANTA ELENA,0,,COMISION DE TRANSITO DEL ECUADOR,EDF,OFICINA DE CONTROL   DGNAL A ITUR 1  SANTA ELENA,501966,516010.9079,9753765.642,34,ELE-EDF-34-50196,https://www.google.com/maps/@-2.2276628-80.85595960a41.1y174.94h84.95t/data=!3m4!1e1!3m2!1s6J-AdKUDBILsVCdBjHM7EQ!2e0?source=apiv3
191,CNEL-Sto. Domingo,DOM,115407,50315631,50315631,0,SANTO DOMINGO DE LOS TSACHILAS,0,SANTO DOMINGO,0,BOMBOLA,DIRECCION DISTRITAL 23D02  PARROQUI,DESC,CALLE C   0 y CALLE 07,50315631,701464.49,9975417.36,34,DOM-DESC-34-50315,
81,E.E. Galapagos,GPS,0,4914600,4914600,0,GALAPAGOS,0,SANTA CRUZ,0,PUERTO AYORA,CONSEJO DE GOBIERNO DEL REGIMEN ESP,DESC,KARL  ANGERMEYER   0 y SAN CRISTOBAL,4914600,0,0,34,GPS-DESC-34-49146,
54,CNEL-El Oro,ORO,1089600,57191073,57191073,7,EL ORO,1,MACHALA,3,PUERTO BOLI�VAR,DIRECCION DISTRITAL 07D02 SALUD,SAL,PICHINCHA   0 y GENERAL CORDOVA,57191073,611024.6443,9638488.983,35,ORO-SAL-35-57191,https://www.google.com/maps/@-3.2700303-80.00063693a47.9y219.19h95.04t/data=!3m10!1e1!3m8!1sRPrnWmxaWLQGJhDhc59SYw!2e0!6s%2F%2Fgeo0.ggpht.com%2Fcbk%3Fpanoid%3DRPrnWmxaWLQGJhDhc59SYw%26output%3Dthumbnail%26cb_client%3Dmaps_sv.tactile.gps%26thumb%3D2%2
72,CNEL-Esmeraldas,ESM,0,15842888-ELS-AB,15842888,8,ESMERALDAS,1,ESMERALDAS,2,5 DE AGOSTO,DIRECCION DISTRITAL 08D01 ESMERALDAS-EDUCACION,EDU,SAN JOSE OBRERO  SL1 6 DE DICIEMBRE 1 M76 JARDIN SAN JOSE OBRE,15842888,649634.4252,10105897.11,35,ESM-EDU-35-15842,https://www.google.com/maps/@0.9308035-79.67601213a90y305.2h104.84t/data=!3m6!1e1!3m4!1s1a9HkgDuDaOkNdNNtzXJAA!2e0!7i13312!8i6656
26,CNEL-Guayaquil,GYE,1469292-4,1317936-ITR-AT,1317936,0,GUAYAS,0,GUAYAQUIL,0,XIMENA,MINISTERIO DEL INTERIOR - UPC,SEG,17VA.CALLE (X.25VA.)  0248 1CLJ.SEGURA-F.SEGURA 1 UPC .,1317936,620066.2644,9755066.284,35,GYE-SEG-35-13179,https://www.google.com/maps/@-2.2154249-79.92000543a75.4y304.71h85.63t/data=!3m6!1e1!3m4!1s4HSSqNlz2kJ0NezSYvc-FA!2e0!7i13312!8i6656
130,CNEL-LosRios,RIO,91668,20110225575,20110225575,12,LOS RIOS,1,BABAHOYO,1,CLEMENTE BAQUERIZO,GADM DE BABAHOYO,EDF,MANUEL JORGE CASTILLO 13-  0 y BLOQUES LOCALES,20110225575,664238.2201,9801005.608,35,RIO-EDF-35-20110,
189,CNEL-Sta. Elena,ELE,,311920378-ITR-AM,311920378,0,SANTA ELENA,0,SANTA ELENA,0,,ILUSTRE MUNICIPALIDAD DE SANTA ELENA,EDF,SALA DE VELACI N   FRENTE AL HOSPITAL 1  LIBORIO PANCHANA,311920378,516523,9753397,35,ELE-EDF-35-31192,https://www.google.com/maps/@-2.231109-80.85126770a90y207.21h102.62t/data=!3m4!1e1!3m2!1swQ3VfYnsLNj_dTJdI9FwqQ!2e0?source=apiv3
191,CNEL-Sto. Domingo,DOM,133195,12644514,12644514,0,SANTO DOMINGO DE LOS TSACHILAS,0,SANTO DOMINGO,0,BOMBOLA,DIRECCION DISTRITAL 23D02  PARROQUI,DESC,PASAJE 5   0 y LA BENGALA,12644514,700954,9973942,35,DOM-DESC-35-12644,
81,E.E. Galapagos,GPS,0,8025931,8025931,0,GALAPAGOS,0,SANTA CRUZ,0,PUERTO AYORA,DIRECCION DISTRITAL 20D01 SAN CRIST,DESC,CHARLES BINFORD 24-  1 y AV BALTRA,8025931,0,0,35,GPS-DESC-35-80259,
54,CNEL-El Oro,ORO,576950,50226968,50226968,7,EL ORO,1,MACHALA,1,LA PROVIDENCIA,DIRECCION DISTRITAL 07D02MACHALA ED,EDU,GERARDO FERNANDEZ CAPA   0 y NAPOLEON MERA,50226968,617092.287,9640058.097,36,ORO-EDU-36-50226,https://www.google.com/maps/@-3.2559246-79.9462073a70.9y82.64h91.4t/data=!3m6!1e1!3m4!1sPjUTB6EtpH56drZ-LwlZVw!2e0!7i13312!8i6656
72,CNEL-Esmeraldas,ESM,0,14758178-ELS-OO,14758178,8,ESMERALDAS,1,ESMERALDAS,2,5 DE AGOSTO,DIRECCION DISTRITAL 08D01 ESMERALDAS-EDUCACION,EDU,NVA ESPERANZA NORTE  SL6 COLG. BENITO COTOLEN 1 M18 RUTA MASIVA 123,14758178,649876.4856,10108271.22,36,ESM-EDU-36-14758,No hay imagen
26,CNEL-Guayaquil,GYE,1416568-1,1263507-ELS-AT,1263507,0,GUAYAS,0,GUAYAQUIL,0,TARQUI,MINISTERIO DEL INTERIOR - UPC,SEG,R.BAQUERIZO NAZUR   DEMETRIO AGUILERA 1  ALBORADA 7,1263507,622337.1188,9763607.908,36,GYE-SEG-36-12635,https://www.google.com/maps/@-2.1379045-79.8996463a70.6y199.15h90.77t/data=!3m6!1e1!3m4!1s9EhyI07LmtCVuHRt6G8NYA!2e0!7i13312!8i6656
130,CNEL-LosRios,RIO,91448,2010021663,2010021663,12,LOS RIOS,1,BABAHOYO,54,PIMOCHA,GADP RURAL PIMOCHA,DESC,*-Sin Calle Principal*-   0 y *-Sin Calle Secundar,2010021663,654775.4364,9797029.421,36,RIO-DESC-36-20100,
189,CNEL-Sta. Elena,ELE,,2S206344-ELS-OO,2S206344,0,SANTA ELENA,0,SANTA ELENA,0,,FISCALIA DE SANTA ELENA,EDF,M.DE LA PLATA E/CHAN   DUY Y 24 1  ,2S206344,515396.907,9753531.782,36,ELE-EDF-36-2S206,https://www.google.com/maps/@-2.2297161-80.86165410a41.1y149.64h90t/data=!3m4!1e1!3m2!1sPDNckCorqbJ5mZoQkrA0iA!2e0?source=apiv3
191,CNEL-Sto. Domingo,DOM,134495,12648003,12648003,0,SANTO DOMINGO DE LOS TSACHILAS,0,SANTO DOMINGO,0,ABRAHAM CALAZACON,DIRECCION DISTRITAL 23D02  PARROQUI,DESC,CALLE 06   0 y CALLE C,12648003,699531,9971429,36,DOM-DESC-36-12648,
81,E.E. Galapagos,GPS,0,12011117,12011117,0,GALAPAGOS,0,SANTA CRUZ,0,PUERTO AYORA,GAD MUNICIPAL DE SANTA CRUZ,DESC,BARRANCO 23-  0 y FRAGATA,12011117,0,0,36,GPS-DESC-36-12011,
54,CNEL-El Oro,ORO,1940560,311920352,311920352,7,EL ORO,1,MACHALA,1,LA PROVIDENCIA,DIRECCION DISTRITAL 07D02-MACHALA-E,EDU,AV.PICHINCHA   0 y 10 DE AGOSTO,311920352,616063.6553,9638911.645,37,ORO-EDU-37-31192,https://www.google.com/maps/@-3.266715-79.95517863a60y11.1h90t/data=!3m6!1e1!3m4!1s7ZTSg63lk7ZL49Smn3l94g!2e0!7i13312!8i6656
72,CNEL-Esmeraldas,ESM,0,50319484-STA-AB,50319484,8,ESMERALDAS,1,ESMERALDAS,5,SIMONPLATA TORRES,DIRECCION DISTRITAL 08D01 ESMERALDAS-EDUCACION,EDU,VOLUNTAD DE DIOS  LT1 A 40OMTS CLINICA OJO 1 M28 VALLE SAN RAFAEL,50319484,646614.681,10100445.06,37,ESM-EDU-37-50319,https://www.google.com/maps/@0.9008465-79.70636743a41y119.37h86.05t/data=!3m6!1e1!3m4!1s4-SDjA1j8aufb4tP7KL31w!2e0!7i13312!8i6656
26,CNEL-Guayaquil,GYE,1469293-2,1491466-ITR-AT,1491466,0,GUAYAS,0,GUAYAQUIL,0,XIMENA,MINISTERIO DEL INTERIOR - UPC,SEG,MZ# 3949 SOL# 01  UPC CASITAS DEL GUASMO 1  GUASMO NORTE,1491466,624116.535,9751756.747,37,GYE-SEG-37-14914,https://www.google.com/maps/@-2.2450514-79.88335713a19.2y225.09h89.93t/data=!3m6!1e1!3m4!1sJpR_Z6l5iZO127I0xBbN7w!2e0!7i13312!8i6656
130,CNEL-LosRios,RIO,62868,75555286,75555286,12,LOS RIOS,1,BABAHOYO,1,CLEMENTE BAQUERIZO,COMANDO PROV BABAHOYO N 8 CASA COMA,DESC,JOSE JOAQUIN DE OLMEDO   0 y MALECON,75555286,662705.4261,9801018.602,37,RIO-DESC-37-75555,
189,CNEL-Sta. Elena,ELE,,68A1044-DES-OO,68A1044,0,SANTA ELENA,0,SANTA ELENA,0,,EMPRESA PUBLICA MUNICIPAL MANCOMUNADA DE AGUA POTA,EDF,COLISEO CERRADO CALL   E GQUIL 1  ,68A1044,514703.0983,9753905.619,37,ELE-EDF-37-68A10,https://www.google.com/maps/@-2.2263741-80.86755740a90y219.84h86.08t/data=!3m4!1e1!3m2!1sOQBi460N6wzWWjMUnKqSHw!2e0?source=apiv3
191,CNEL-Sto. Domingo,DOM,202508,11044646,11044646,0,SANTO DOMINGO DE LOS TSACHILAS,0,SANTO DOMINGO,0,BOMBOLA,DIRECCION DISTRITAL 23D02  PARROQUI,DESC,PANAMA   0 y RIO CHILA,11044646,701882,9972145,37,DOM-DESC-37-11044,
81,E.E. Galapagos,GPS,0,5219643,5219643,0,GALAPAGOS,0,SANTA CRUZ,0,PUERTO AYORA,CORPORACION NACIONAL DE TELECOMUNIC,TEL,AV BALTRA 24-  0 y DIEZ DE MARZO,5219643,0,0,37,GPS-TEL-37-52196,
54,CNEL-El Oro,ORO,612390,311920112,311920112,7,EL ORO,1,MACHALA,50,MACHALA,DIRECCION DISTRITAL 07D02-SALUD,SAL,BOYACA   0 y TARQUI,311920112,616190.7045,9639649.609,38,ORO-SAL-38-31192,
72,CNEL-Esmeraldas,ESM,0,35947152-GEN-DB,35947152,8,ESMERALDAS,1,ESMERALDAS,3,ESMERALDAS,HOSPITAL BASICO-ESMERALDAS,HOS,COLON ESQ. IESS  1 GUAYAS 1 46 RUTA MASIVA 275,35947152,649885.7251,10105768.12,38,ESM-HOS-38-35947,https://www.google.com/maps/@0.9587104-79.65145410a95.4y38.45h106.93t/data=!3m4!1e1!3m2!1sVLCQdyGD_GsI7eZy7hDCdQ!2e0?source=apiv3
26,CNEL-Guayaquil,GYE,1468714-9,744338-ABB-AT,744338,0,GUAYAS,0,GUAYAQUIL,0,XIMENA,MINISTERIO DEL INTERIOR - UPC,SEG,MZ# 1418 SOL# 18  UPC COOP.7 LAGOS 1  GUASMO NORTE,744338,623072.3604,9751282.411,38,GYE-SEG-38-74433,https://www.google.com/maps/@-2.2497003-79.89322783a82.2y121.6h87.42t/data=!3m6!1e1!3m4!1sWbkyS5Iv_d8q_o6qfVr6MQ!2e0!7i13312!8i6656
130,CNEL-LosRios,RIO,54335,6819970,6819970,12,LOS RIOS,1,BABAHOYO,54,PIMOCHA,INSTITUTO ECUAT DE SEGURIDAD SOCIAL,EDF,LA ANGELA,6819970,658917,9809632,38,RIO-EDF-38-68199,
189,CNEL-Sta. Elena,ELE,,19695671-ELS-AB,19695671,0,SANTA ELENA,0,SANTA ELENA,0,,ILUSTRE MUNICIPALIDAD DE SANTA ELENA,EDF,9 DE OCTUBRE Y GUAYA   QUIL 1  ,19695671,515766.54,9753662.968,38,ELE-EDF-38-19695,https://www.google.com/maps/@-2.2276773-80.85915523a90y269.6h86.64t/data=!3m6!1e1!3m4!1sK_bbPdJpps5xyLuEt25hMg!2e0!7i13312!8i6656
191,CNEL-Sto. Domingo,DOM,198952,50316283,50316283,0,SANTO DOMINGO DE LOS TSACHILAS,0,SANTO DOMINGO,0,SANTO DOMINGO DE LOS COLORADOS,DIRECCION DISTRITAL 23D02  PARROQUI,DESC,CHONE   0 y ISIDRO AYORA,50316283,677363,9971072,38,DOM-DESC-38-50316,
54,CNEL-El Oro,ORO,1419860,311920089,311920089,7,EL ORO,1,MACHALA,50,MACHALA,DIRECCION DISTRITAL 07D02-SALUD,SAL,6TA OESTE   0 y 12AVA SUR,311920089,614325.5413,9639167.823,39,ORO-SAL-39-31192,
72,CNEL-Esmeraldas,ESM,0,50317763-STA-AB,50317763,8,ESMERALDAS,1,ESMERALDAS,5,SIMONPLATA TORRES,DIRECCION DISTRITAL 08D01 ESMERALDAS-EDUCACION,EDU,12 DE JUNIO   GENERAL RUMINAHUI 1 M29 PROPICIA 4,50317763,647124.391,10102371.96,39,ESM-EDU-39-50317,https://www.google.com/maps/@0.9736884-79.65499890a109.5y3.43h95.61t/data=!3m4!1e1!3m2!1sCIoof3GE_BqFl8kk8X66nQ!2e0?source=apiv3
26,CNEL-Guayaquil,GYE,1411181-6,1317938-ITR-AT,1317938,0,GUAYAS,0,GUAYAQUIL,0,FEBRES CORDERO,MINISTERIO DEL INTERIOR - UPC,SEG,34VA.CALLE  1515 COLOMBIA-C.DESTRUGE 1  UPC,1317938,618965.4293,9756743.089,39,GYE-SEG-39-13179,https://www.google.com/maps/@-2.2003015-79.93027713a89.8y103.18h91.1t/data=!3m6!1e1!3m4!1snQ4C73smUg7vvNecwZ9y9g!2e0!7i13312!8i6656
130,CNEL-LosRios,RIO,1363761,52073173,52073173,12,LOS RIOS,1,BABAHOYO,2,DOCTOR CAMILO PONCE,HOSPITAL PROVINCIAL MARTIN ICAZA,HOS,MALECON   0 y BARREIRO,52073173,662580,9801035,39,RIO-HOS-39-52073,https://www.google.com/maps/@-1.7996712-79.53827463a81.7y162.43h99.97t/data=!3m6!1e1!3m4!1s7swiKx285oB9ifCuwulqYQ!2e0!7i13312!8i6656
189,CNEL-Sta. Elena,ELE,,2A106921-HEX-AM,2A106921,0,SANTA ELENA,0,SANTA ELENA,0,,COMISION DE TRANSITO DEL ECUADOR,EDF,CRUCE DEL MORRILLO B   . NARCISA 1  ,2A106921,524436.1896,9762086.985,39,ELE-EDF-39-2A106,https://www.google.com/maps/@-2.1525858-80.78008390a41.1y257.45h87.04t/data=!3m4!1e1!3m2!1su9xUI96txXQxt8ejLrh1vA!2e0?source=apiv3
191,CNEL-Sto. Domingo,DOM,88759,50317626,50317626,0,SANTO DOMINGO DE LOS TSACHILAS,0,SANTO DOMINGO,0,PUERTO LIMON,DIRECCION DISTRITAL 23D02 PARROQUIA,DESC,ARTURO RUIZ MORA   0 y LOJA,50317626,681315.64,9957459.85,39,DOM-DESC-39-50317,
54,CNEL-El Oro,ORO,2502217,7049247,7049247,7,EL ORO,1,MACHALA,5,EL CAMBIO,DIRECCION DISTRITAL DE SALUD NO.07D,SAL,ELOY ALFARO   0 y *-Sin Calle Secundaria-*,7049247,622159.1206,9636406.659,40,ORO-SAL-40-70492,https://www.google.com/maps/@-3.2888496-79.90038383a90y221.38h85.4t/data=!3m6!1e1!3m4!1s6XKyi_q8EyQC-kieo2p5tg!2e0!7i13312!8i6656
